corporation,lastmonth_activity,lastyear_activity,number_of_employees,exited
qxnl,47,516,1,0
tydp,90311,384,166,1
fmdq,14,127,14,0
icna,3696,6,21,0
ohic,47,7783,1746,1
qomr,94,172,0,1
wcfq,4435,457,0,0
jipn,27,3736,150,0
lpoh,64,4720,474,0
hgcc,41,132,10,1
pjyk,659,3983,86,0
jdgv,1253,36,3,0
egjz,72,514,20,1
cwhn,72,109,7,0
nfid,40,81,704,1
wsxt,69,591,165,1
oddh,778,5467,2,0
ivdq,8,44,5,1
grdq,30,890,25,1
eban,56,278,1907,1
blvv,2,671,206,0
trvg,98,215,8,0
xisf,83,105,11,1
ikbb,1959,678,222,0
mrvg,10,470,102,0
ymnk,54,1725,13,1
grzo,28,1015,24,1
pwuq,1828,199,14,0
jhtw,31,1540,8,1
dgov,100,34,1040,0
sjse,4088,4182,1677,1
apvb,178,99,390,0
prfw,13,266,143,1
gjmd,4363,586,429,0
tsug,2114,897,17,0
ncxr,87142,1024,134,0
xbpu,3269,102,479,1
nhsi,3284,141,3,1
ihvd,1851,415,81,1
ncyp,1628,9941,152,1
ngvl,987,64,136,0
refb,13,8125,2,1
knhi,8,8903,78,0
cbiz,2146,19,107,0
hzvi,3492,6433,24,1
rxvz,26,48,417,1
qson,80,7373,16,0
xwys,2872,1094,194,0
drkh,30,66,103,0
lqcm,61,435,2,0
xyhn,49,182,17,0
otrz,1547,284,1,0
pakh,137,409,216,1
rfeg,4729,164,182,1
anan,9,1035,8,0
jgai,4088,524,1383,0
exfx,1728,50,292,0
awzp,25,370,19,0
ypuo,3029,328,19,1
ybfx,74,97,168,1
hqye,1614,7,187,0
bjxm,798,90,227,0
ybmu,68,226,180,1
xjfq,12,592,221,0
jzbd,69,67,20,1
brua,57,787,102,1
rgvj,468,246,18,1
ceze,3564,4,308,0
nuog,42,106,4,1
mqdj,2373,1644,21,0
alyp,2156,212,4,1
tldw,3726,233,1165,1
isbr,33,122,182,1
vsye,44,86,5,0
otna,41,391,509,0
qlsk,837,172,2,0
lbsx,2809,84,20,0
rmoo,3039,128,2,0
aezz,90,353,225,1
qbfv,95,800,6,1
wexl,85,138,25,0
bucv,23,83,243,1
nrrd,534,723,11,1
pnmy,88,132,92,1
ntdc,94,121,468,1
uqxs,3026,27,8,0
mrrx,876,408,273,1
rkrx,27,582,18,0
cbfa,9,81,3,0
uqne,63,5074,233,0
punu,1842,3677,17,1
vtjk,713,2552,89,1
uacw,57,906,10,1
jfmp,1741,420,11,1
fyxv,13,439,18,1
pqyh,13,202,21,0
vuzy,1954,860,215,1
xjwc,78,344,5,0
bulg,2669,894,19,1
ixju,1761,76,1,0
lhpo,20,102,4,1
retj,881,504,50,1
udlb,4783,214,1626,0
wzbp,2818,74,11,0
yayr,73,5765,1996,0
pqpb,1874,318,464,0
aprn,2435,9819,126,1
xfvn,42,46,65,0
fbmt,385,416,12,1
akgn,22,133,1070,1
xnoy,1876,417,15,0
rzzh,56,861,121,0
bmdu,1428,947,23,1
fgee,69,585,339,0
ahjq,3311,3132,1836,1
wmwy,80,682,102,0
uacm,4019,33,7,1
hwqn,707,430,134,1
psdd,2516,71,1652,0
fbzg,30,469,364,0
xwvu,80,681,8,1
qvwq,56,483,10,1
gtms,536,5198,13,1
vqto,53,857,176,0
aogj,37,381,220,0
utcr,57,78,294,1
tbzc,2448,193,149,1
qzhw,1607,223,20,1
mifo,454,677,19,0
dmrw,38,590,543,0
orml,34,459,286,0
kwce,311,905,23,0
bvsf,66,150,24,0
bcwe,470,781,9,1
pnrh,4,222,21,1
xdwg,1889,76,13,0
hhch,2240,471,55,1
pwpx,27094,5419,233,0
yand,58,42,235,0
foxq,29,2732,934,0
kuah,27,39,272,0
zahs,48,121,168,0
uepq,70,145,17,1
bmah,17,4100,4,1
krdv,649,19,534,0
hdam,37,129,17,0
bkjj,27,54,376,1
rozg,73,23,15,1
xxfk,2388,209,168,0
nsop,24,508,46,1
wvma,1066,73,11,1
ivhr,68,418,22,1
ngru,379,37,316,0
aylp,45,188,1,0
nlgh,8,104,90,1
zgel,69,555,711,0
amvb,751,90,18,1
pasa,574,7902,11,0
wrlt,68,4526,19,0
vtsl,69,501,343,1
pnzt,0,471,5,1
nlbr,4860,6892,6,1
pwlm,50,266,139,0
fvvt,233,290,23,1
mzhh,86,391,1434,1
ggho,55,2452,3,1
qvxv,3437,35,4,0
rwaw,67,833,14,1
xeza,44,6,2,0
lelh,83097,1021,150,1
amsy,76,45,992,0
tcrn,30,747,227,0
gwrc,2060,377,111,0
vttz,92,6,16,0
ncgr,4282,7096,366,0
dmdm,36,144,7,0
rcnl,73,721,50,1
hbxe,78,189,623,1
fagv,39,72,32,0
fhcz,4303,92,548,1
ersx,85,12,191,1
araz,1135,5005,23,1
mgpj,69,445,1280,1
djua,8,142,176,0
dzec,2103,1575,82,0
czsw,16,658,215,0
nnvg,248,522,131,0
hhea,63,16,13,0
omle,20660,212,19,1
rzyb,4679,14,18,1
hhob,99,396,5,1
ojfz,2116,132,15,0
oaim,34,105,360,1
fciu,48,379,18,1
cdrb,813,58,23,1
qmat,69,591,132,0
jgnd,78,8700,1920,0
flzy,790,1059,34,0
nups,70,5810,149,1
rlfd,2167,69,174,0
jpdz,1772,3,198,1
soax,1915,384,0,0
woex,1,235,223,0
zjix,592,962,60,0
aebn,73,2646,23,0
xelj,38,485,21,1
lmdz,35,4769,0,1
ftky,957,204,222,0
aozi,1045,232,358,1
tgvq,937,228,25,1
gvyn,6,143,11,1
mmbx,79,144,4,0
xskw,1519,648,4,0
wxuu,93,1022,13,0
hgzv,1165,88,13,0
uykj,1946,552,93,1
oqlp,34,9389,194,1
iolq,42,587,7,0
zkdv,98,299,123,0
wkni,79,11,108,1
rklc,89,5583,34,0
keml,65,4883,106,1
ncuy,3257,264,176,0
gabs,79453,953,173,0
pjmu,96,8280,579,1
xwma,35,8699,19,0
mzcl,97,1007,2,1
oayh,3367,239,16,1
aiqy,1202,406,14,0
zrhb,64,738,241,0
rhkf,2322,276,15,0
rbxw,1089,864,18,0
zwma,1855,113,636,0
sivu,1012,380,36,0
dsyu,28,23,179,0
zulz,21,799,206,1
iglr,45,437,18,0
phyl,59,260,85,0
eept,42234,701,143,1
zoiy,53,127,1358,1
kqru,61,1057,128,1
ikme,1131,6703,498,0
fhyg,92,3232,236,1
osee,71,439,18,0
rllg,193,238,19,0
ihyj,57,102,209,0
hpsm,42,373,21,0
eblh,57,252,159,1
dvee,13,765,79,1
txvn,70,532,23,1
xgvi,1176,2256,724,0
qcuh,8317,7504,6,1
ijba,28,324,103,0
ctmd,465,67,11,0
jdql,73,619,12,1
gylx,85,853,1,1
jtqd,33,944,3,1
ervq,84,24,1079,0
izgy,2782,386,2,1
waga,95306,345,28,1
snww,28,101,308,1
jypt,81,137,111,1
hhdh,123,340,14,0
cmve,1296,132,9,0
bivd,69,30,29,1
hhhp,5,547,566,1
myqa,83,128,268,1
ybdf,90,61,4,0
crfa,3692,110,24,1
vvai,2094,444,20,1
xuqe,20,458,983,0
auui,2053,942,3055,1
nrop,633,958,136,1
lgyz,75,458,95,0
inpu,82,8025,31,1
qzya,1703,901,161,1
rdvn,12,474,652,1
ugwg,202,465,4,1
ppyk,1256,1734,110,0
lrfc,61,156,1316,0
sfcb,6,983,13,0
gpii,47,329,1422,1
fxhn,3421,5563,528,0
lsho,3261,66,1858,1
mtjt,5,68,218,0
jsld,71,6530,142,1
hqxs,1629,8814,334,0
vkrz,61,11,7,0
jwbk,96,814,3953,0
sdqd,98,288,184,1
gjng,32,7351,311,1
uzub,2234,12,325,1
vjkv,29,31,9,1
lwsx,2022,198,7,0
retm,4374,4668,14,1
ihdo,11,1075,171,0
dxhf,565,386,13,1
zdwn,1617,136,14,1
qrcn,29,8363,275,0
jprr,1858,920,180,1
nciw,45,0,99,1
ovoy,68,538,32,0
gpgh,12,124,31,0
gxjv,43,264,579,0
nhjx,37,98,637,0
ksvp,71,6968,531,1
vgko,22,118,202,0
zrhg,95,334,14,0
bepj,85,318,78,1
mszk,16,46,23,0
vknu,4461,231,164,1
kuok,3972,81,1814,0
pliz,88,381,209,1
dhae,1,1031,23,1
tohl,72,149,1170,0
eaqr,791,16,0,1
irxm,83,2562,4,1
duey,3740,301,352,0
tlkk,1837,677,3690,1
hqzd,1932,477,273,1
opnr,76,882,15,1
dlpj,3468,583,15,1
pmcm,14,584,162,1
xkxx,85,33,9,1
hzda,1298,358,22,0
rhim,42,341,199,0
xiug,99,393,80,0
mpkp,58,214,0,1
pmrh,39,1541,11,1
vjgp,51,460,788,0
rczv,1963,6415,320,1
uasx,4405,3,1792,1
joxn,1698,5,241,0
oizj,686,845,4,1
ohgz,3730,120,2,1
klpw,4039,87,1809,0
bdfa,2995,114,1750,1
mopd,84,778,3180,1
aopg,34,5583,2,1
rlrx,23,362,21,0
irqg,1862,6369,19,0
ohkw,76,365,15,0
xdnz,3086,4767,7,0
qssq,9,4343,456,1
yqqf,67,139,5,0
gdng,86,894,2480,0
zued,17,227,1,1
wtov,1809,395,146,1
ixit,56,409,9,1
drcp,2494,7684,461,1
furh,177,986,25,1
wwji,27,567,160,1
rzfb,11,855,234,1
azyo,2434,1942,8,0
lyww,73,1213,232,1
nydt,2238,9315,20,0
nhzn,74,138,1,1
jbul,96,127,22,1
hepf,94,3967,14,0
gwvi,86,39,1910,1
qxdl,3041,452,92,0
lkqv,67,7644,9,0
eraj,66,60,498,1
inkp,1477,3631,17,1
sycj,206,1090,194,0
ixht,59,1039,212,0
ettb,2976,540,3,1
xyfp,44,97,9,1
yvbw,749,958,220,1
ulmh,51,1058,44,0
mfsl,1784,1189,6,1
ypjr,2187,566,1,0
rymv,43,458,6,0
ekht,52,474,454,1
snpd,3751,93,24,1
favh,4899,105,1597,0
qwzz,6,5827,23,0
tmfm,2830,200,5,1
soby,30,934,7,0
lovm,45,94,370,1
dgxi,1806,271,322,1
utrs,3772,1520,454,1
oeue,160,6254,82,0
sbtg,3620,43,1720,0
tqlp,2201,244,99,1
pywe,94,1004,81,0
aiih,912,1901,22,1
crjl,47,3986,200,0
rpjk,567,8100,0,1
pomx,1812,419,16,1
faev,13,485,576,1
xfup,88,825,446,1
fxgp,24,22,35,0
xjjb,1716,361,73,0
cmbj,1062,868,70,1
iudr,3583,7449,13,1
sigy,20,119,14,0
wdlp,90,97,16,1
srio,61,241,6,1
kpow,86,733,42,1
ztqe,56,321,9,1
cysv,4762,5873,25,0
pksc,9,255,21,0
jwgf,2364,635,108,0
ebkj,83,82,20,0
qasa,80,67,0,1
ddcs,1628,580,13,0
lhev,83,91,261,1
xbxo,4092,268,16,1
mbwn,13,74,6,1
asvo,74,519,22,0
dkwu,17,949,35,0
taqi,86,379,12,0
tjfk,20,96,95,0
xzhi,990,2085,5,0
dfiu,93,180,230,1
hsjs,4986,340,10,0
ogof,0,113,614,1
semq,64,91,565,1
avhr,40,506,1198,0
ylig,4770,7578,55,1
qvuo,93,240,959,0
jsuu,2860,24,147,1
pvzj,14,51,308,1
uhyg,745,197,14,0
tzoa,18,319,224,0
umhf,62,140,8,0
pnww,89,637,5,1
azvi,55,382,486,1
xtfp,47,960,24,0
dzrb,71,101,67,1
gzzy,0,108,586,1
otkx,1721,630,84,1
egyt,73,1782,14,1
yeyu,44,293,24,0
qbai,1492,698,162,1
wpql,7,1864,519,0
cnsf,2203,489,326,1
reox,39,42,1,1
yzus,39167,37,18,0
vlqh,887,691,145,0
nnxj,30,581,583,0
jnmo,1289,457,95,0
vhjr,18,347,248,1
wjis,1375,5124,14,0
bxen,69,691,9,1
clsa,3876,243,18,1
tuok,54,100,21,1
brsz,61,29,93,1
mbvl,3,290,14,0
ebwe,75,520,270,1
vndi,57,332,225,1
cwuw,70,253,190,1
iiqc,1105,1710,441,1
wlwm,46,764,98,0
bxpy,3845,268,22,1
gytf,3,6574,25,0
iqzx,17,1,22,1
tdbm,2774,458,7,1
iewr,57,235,364,0
vcie,750,25,8,0
hmjl,1735,46,13,1
jpuw,2136,37,7,0
ogkz,0,4405,21,0
vmvi,3,9026,2733,1
rtgh,32,6943,9,1
ozit,1713,545,247,1
jypc,80,6864,14,1
ukom,2503,549,1,1
llnu,18,96,252,0
otgs,179,982,19,1
neib,58,384,129,1
yccp,40,206,1872,0
zkrd,35,316,13,0
mrkl,73,1015,139,1
taem,91,128,142,1
anes,59,827,122,1
lvmn,65,199,5,0
gjjr,2870,10558,15,1
rvja,2013,5292,22,0
kcxb,24,7703,480,1
ryet,24,119,12,1
aghs,87,328,167,1
pukn,58,335,463,1
jpxe,4,33,230,0
azkc,88,52,124,1
gqta,3,914,15,1
xudd,61,319,17,1
lhga,15,476,221,0
iwos,779,123,14,0
tvqg,279,6963,2192,1
oryo,83,3783,516,0
tnxb,76,311,32,1
nfhr,3166,91,19,1
fqdg,77411,1077,11,0
cboc,471,624,18,0
gwbv,27,14,498,0
pkca,54,360,597,1
qmzr,19,591,598,0
rlki,79,89,4,0
bvth,29,715,119,1
drwa,100,199,1694,1
eowx,14,343,129,0
utsz,1025,423,828,0
srwy,744,210,22,0
jxmc,65,110,90,1
owai,66,563,17,1
vwev,656,133,124,0
yehv,2391,190,73,1
phda,59,364,70,1
fgys,2082,3438,2378,1
dloj,10,6278,2977,1
axzu,46,274,15,1
hpha,65,358,21,0
xvec,100,137,331,1
cdmc,235,161,645,0
sgio,59,142,489,0
mkst,3138,341,214,1
ngdi,81,270,111,1
pofv,3831,342,8,0
oyyt,1620,9331,18,1
huxz,2140,1008,3380,1
vrjw,33,6886,21,1
ujst,2258,107,5,0
iojt,4200,2440,412,0
vhpy,12,337,3,1
yyra,19,2071,81,1
jryk,32,196,1,1
zjbv,44,5812,2086,1
rmrz,32,660,48,1
ypys,93,445,23,0
vfko,91,560,16,1
kuyw,42,852,51,1
rxxd,44,236,411,1
doao,42,673,158,0
fryd,76,841,710,0
iofs,3405,190,12,0
ddki,930,6878,527,0
anww,4,181,14,1
yxqk,61,937,29,1
ysoc,2824,257,510,1
tfdq,18,67,1702,1
npqu,3924,67,15,0
xyly,19,71,15,0
eyky,32,402,143,1
bqnz,95,339,3534,1
iqxj,3,5106,4,1
zpdp,21,4848,76,0
xhmo,1918,7096,1295,0
rgog,67,89,216,0
enap,387,2,6,1
uxvg,92,740,129,1
rmnv,17,8000,5,0
mjgi,46,358,250,1
jktv,23,341,15,1
uitf,1902,501,177,0
flht,4245,5649,1873,1
eing,52,6627,579,0
fbal,2033,472,282,0
kbef,2,780,77,1
fpgm,567,59,246,1
fzsk,100,124,154,0
xunc,2671,868,120,0
msgx,84,340,19,0
hzht,77,996,123,0
jfrb,2696,693,40,1
gwts,15,11,429,1
qgmc,2040,6720,9,0
unxj,91,417,436,0
hxnh,21,36,0,1
jnec,3606,143,19,0
tkvd,2753,670,133,0
zghl,4,70,119,0
ciip,2914,216,24,1
kvjb,1183,75,252,1
mbiy,14,4516,35,0
ujfc,44,613,23,1
hiuj,99,8682,23,1
ldsw,17,93,22,0
xygk,4789,120,143,1
lzyf,39,9959,14,0
kreg,15,347,17,0
irit,49,85,1315,1
imnt,1044,60,1936,0
bxvw,2697,112,439,1
dvmf,13,55,503,0
ttbj,2180,107,552,0
iylq,68,10372,7,0
ymyw,1338,1002,24,1
wtoq,55,357,16,0
lysa,2951,135,22,1
ihvv,62,5581,10,0
whyg,48,19,285,1
fgoh,68,401,25,0
ptvt,21,163,1,0
kbrj,97,10144,170,0
bkqn,1059,114,200,0
aaxr,4737,415,12,1
hejd,87,216,2874,0
dlak,50,438,215,0
vkok,11,359,19,1
byin,16,2,13,0
mmys,2904,7100,196,1
mush,60,221,234,0
kpaw,1294,715,36,0
psbg,85,880,18,0
uube,16,215,122,1
xqim,3490,2546,16,0
qpts,69,321,110,1
pwuf,71,65,1,1
vtlm,44,14,321,1
pfix,4013,246,0,0
zfix,66,50,397,0
htcm,60,163,1,1
vglr,84,107,10,0
fjhm,89,353,12,1
mfem,3267,395,407,0
owce,2774,181,562,0
udst,4610,271,10,1
orhz,18,4908,210,0
hqgs,1493,5973,1257,1
qgwn,4413,23,6,1
zoxt,29,18,25,0
ckwt,5,34,0,0
qtic,59,120,8,1
lfud,93,379,17,1
ifxs,28,70,8,1
fvpp,53,2,1,1
nnww,30,2433,16,1
zidh,27,95,6,1
bxlu,6,15,7,0
xdgn,15,429,433,1
zfod,8,365,7,0
rnbo,88,8412,58,0
vfbg,17,264,197,0
kutk,901,167,17,0
mtbl,2347,415,19,1
reko,4,134,451,1
mojo,45,628,10,0
anop,500,34,6,1
zrch,4900,408,0,1
ebwg,35,6150,9,1
uyhe,3480,340,517,1
nzpr,81,168,0,0
kmpx,5,86,4,1
relw,95,55,32,0
bdcx,4279,321,275,1
zyeg,2091,487,107,0
ypvz,11,299,512,1
dspi,72,921,406,1
itfe,176,435,195,1
qguk,76,772,106,0
xvuy,904,410,17,1
vyak,99,310,5,0
kqvu,2992,148,19,1
gine,13,0,123,0
kpfv,2458,518,286,1
reut,1633,19,21,1
ucfa,19,9863,244,0
sbmk,20,332,9,1
gbmj,1689,412,52,0
rnlb,58,522,25,0
mmjf,989,199,629,1
nyvr,2272,690,125,0
dblu,1,37,23,1
spow,1,126,10,1
bsvs,44,587,4,0
lzrr,95,417,13,1
rwme,1959,1038,2526,0
jvny,94,984,529,1
vejr,280,83,3792,0
xbjx,1450,301,487,1
dyve,8,500,70,1
casz,3153,472,22,0
ycsp,7,456,8,1
dfrx,47,385,11,0
gcbi,1045,264,552,0
xwdv,3760,230,1,0
lscn,55662,811,22,1
qjlv,4860,590,179,0
xkft,2693,383,520,0
rlqq,350,10143,37,1
hxxp,63,366,306,1
oleh,2855,495,71,0
zyhi,3834,335,11,1
jixs,23,254,157,0
xusp,69,109,18,1
xlio,81,87,45,0
vyfg,2035,734,26,0
mhut,11,393,0,1
qhjj,1855,2264,137,1
rlyr,4775,3032,11,0
osuz,369,268,95,1
chao,2328,1168,584,1
hpnm,3558,185,1765,1
wwzl,85,522,5,1
hipz,4416,62,3,0
kczv,36,191,18,1
ipyr,1983,112,30,1
ffcw,90,111,109,1
elnb,2725,2061,601,0
ldux,13,544,7,1
gkzw,48,127,23,1
ivht,79,128,135,0
fxsp,12,2649,0,1
qwco,10,8183,12,0
wbuf,52,563,532,0
cwsb,18,533,17,0
lzbi,2060,25,534,0
zgje,89,130,834,0
ufhy,2559,800,19,1
vhxl,30,592,7,0
duew,1636,441,16,1
oyca,3,2854,1,1
lvnt,29,1155,231,1
ysrc,90,6010,15,1
jnmu,34,4889,177,0
fphi,58236,464,52,1
oxkp,96,4514,20,1
wyzm,91,2384,206,1
ukqe,4456,392,407,0
duwt,81,555,1,1
vlys,2805,52,3,0
ehxf,26,318,8,1
oslq,85,551,36,0
dznc,49,348,5,1
cxvm,143,5204,64,1
mpyn,3297,474,11,0
qmqy,13,521,157,0
urue,15,1740,60,0
dyse,64,592,6,1
qewd,97,773,10,1
irgl,66,772,140,1
jrtu,4523,2707,99,0
xqqy,64,429,3,1
wycv,85,2369,626,1
jmxm,2354,1062,39,1
ukly,41,6467,273,0
iplr,63,400,70,1
luvs,1107,68,8,1
kvem,82,323,15,1
kdpk,53,843,6,1
cgpx,62,318,10,0
dvis,43,6141,42,0
xlgc,1149,415,9,1
hqme,3997,5040,1599,0
moef,63,324,8,0
fqws,3709,5952,593,0
jhkd,36,2850,13,1
zxqp,1326,158,5,0
qnur,61,832,652,0
cezk,1983,183,55,1
febq,414,37,87,0
btkt,872,460,14,1
ylxk,388,1731,201,0
uzbq,83,52,496,1
hkrs,77,92,6,0
asce,0,439,25,1
gaje,51,41,229,1
svla,963,305,22,0
rqnd,2064,14,240,0
qbec,85203,183,214,1
efvf,42,6292,11,0
fjka,2793,6922,3,1
jxat,62,297,19,0
lxqj,65,693,243,0
aljk,3650,90,8,0
sloh,37,268,84,0
qbml,94,196,9,0
sfrj,27,805,70,0
iqdg,52,301,300,0
nbmy,10,414,1249,0
rebt,6,199,16,1
icjl,612,366,13,0
zmln,42,208,3852,0
fwwj,2036,115,2,1
efay,4500,5236,22,0
saut,2092,73,332,0
anrk,10,64,505,0
debr,22,8091,563,1
wnzf,64,561,116,1
iyok,90,1081,231,0
ftul,5,309,23,1
wypy,732,555,14,0
bbhs,2157,779,144,1
jqid,72,6898,9,0
ozwf,38,188,1413,1
oxdx,82,133,130,0
amit,20,8334,0,1
cnpx,49,379,75,0
bqpu,2412,6330,300,1
edoo,74,826,16,0
cacq,88,348,260,1
bvxl,1079,179,399,1
ttmj,94,898,124,0
sjxc,11,641,24,0
npns,0,95,3092,0
nzts,85,18,5,0
uyog,38,441,23,0
xhhx,77,1076,66,0
qgbo,71295,101,195,1
nnxg,69,360,219,1
ywwg,0,936,21,1
toem,90,203,15,1
acme,813,129,9,1
hcwe,1172,89,333,1
bfje,70,5095,59,1
mlff,52984,1049,21,0
omml,1,98,94,1
mfrt,22,95,207,0
uynh,2808,215,5,0
bazn,1582,369,473,0
lmee,78,2894,613,0
ouyt,1390,54,24,0
ltvx,28,232,16,1
jvyl,4793,43,19,1
gqwq,44,49,1267,1
dtni,92,358,93,1
gisk,2,311,6,1
prob,61,861,35,1
azyd,26,371,23,0
abko,11,67,23,1
qjgq,79,16,436,0
ymha,91,113,17,0
qxsq,4565,885,90,1
inwt,99,152,16,0
orlx,821,8316,71,1
vdma,23,878,1362,0
drcu,88,20,35,0
yvoo,377,3475,64,0
pbki,1761,1251,114,1
yogd,36,354,212,0
dowh,1168,9996,2091,0
ayjd,71,7994,16,0
fean,1417,66,318,0
jsgh,3788,236,499,0
rqpk,60,953,120,1
drhl,93,11,25,1
xeca,73,380,8,1
rdxm,2283,36,46,0
yzux,19,362,586,0
bnzc,0,993,10,0
fixm,2989,170,955,1
nzcn,15,1253,355,0
nxqn,4033,152,367,1
yfmd,3,117,4,0
xmny,15,510,435,0
tzjv,4613,551,58,1
nsts,28,8720,12,0
nbci,8,487,13,1
kyqz,59,189,38,0
ridt,2843,347,25,1
eyor,2023,65,16,0
aiui,3,707,54,1
nnmt,31,4423,9,1
kmzw,91,261,66,0
tizf,61,74,11,1
lrkd,2775,124,0,1
jarf,58,655,22,0
ysen,86,4603,2,1
bypn,16,7576,148,1
wwqp,251,3712,34,0
yovu,69,190,219,1
urtg,1701,28,1,0
mdcx,53,360,1,0
rhzs,2,336,17,0
cskb,29,664,2,0
dfrx,77,222,164,1
fxxq,48,567,116,0
bcgt,85,325,0,0
mjeh,65,434,119,1
weob,63,188,139,1
yzjn,78,7228,260,0
kbia,21,183,22,0
vorx,12,6767,16,1
kkau,2161,417,22,1
hhcc,4708,29,8,0
lwcz,2918,806,135,1
mvim,89,391,612,0
wylp,4531,429,4,0
fxhl,1182,253,0,0
ompd,1243,241,16,0
gfeu,86,539,158,1
zkvj,25,7106,8,1
dtbu,2537,878,20,1
weab,2030,982,13,1
uxar,74,1669,3926,0
voze,13,462,24,0
nwwc,1510,95,317,1
lydy,36,627,202,0
idgx,81,320,10,1
glyq,37,283,162,0
lozs,10,1588,584,1
xwpd,4827,33,16,1
grhv,3271,479,23,0
phcp,44,677,7,0
tmrm,27,243,5,0
bhrp,34,423,17,0
tvph,70,1248,85,1
lfky,2814,598,2,0
ohtx,2497,428,56,1
nevb,70,531,9,1
yoxl,3993,429,11,0
hrfc,2752,202,18,0
affw,35,3363,24,1
zhts,79,346,1598,0
xnkh,1448,339,398,0
lizr,2392,2212,18,1
zuvp,2581,55,50,0
lkxu,56,646,220,1
cupj,3659,419,534,1
tsdz,98,117,3,0
hdhj,5,5426,1425,0
pzuo,2299,202,232,1
ivgn,41,345,1,1
sbuv,13,284,24,1
suub,3904,2532,368,0
xqjd,65,105,159,1
yxmp,978,190,1510,0
hlxz,93,541,126,0
ydxq,1253,330,173,0
gzvy,18,633,207,0
qulj,47,67,352,0
oxqa,78,75,19,0
ymbu,13,18,1591,0
msda,67,397,46,1
jlih,4927,1455,47,1
xkrf,66,193,12,1
bntv,665,771,147,0
pqfy,91,437,25,1
utyv,30,8570,2411,0
mefw,90,496,4,0
tnzt,53,576,20,1
yytt,27,4,7,0
lktx,54,556,17,0
tils,328,1045,2,0
mfcx,48,2651,18,1
spdh,73,3441,357,1
rftx,1771,785,8,1
xarz,218,5219,21,0
vjzd,7,16,3653,1
huoh,22,121,16,0
qlet,7,865,138,1
awgz,1331,129,199,1
ygzk,645,444,3,1
lpzo,64,891,370,1
yxfr,1579,34,17,0
jspb,2779,134,143,0
igix,1476,842,18,0
yxvg,316,275,3,1
spbr,95,354,1158,1
shdd,303,4250,480,0
kgyb,61,599,19,0
bqnp,15,28,504,1
scms,49,645,53,1
atbv,23,984,193,1
bghs,3,520,3,0
nbjj,92,504,538,0
svct,9,111,17,0
nsde,16,96,1,0
rncx,2000,842,212,0
btte,2,642,138,0
rmok,5524,559,21,1
rfxj,80,6830,880,0
ttfl,719,270,81,0
vnpu,17,59,20,1
bwck,22,786,168,0
ngqk,30,764,9,1
jyiw,2282,71,70,0
nlmj,3,56,4,1
fxhr,11,572,137,1
uxnn,1360,5433,97,0
xmkt,3115,47,27,0
omuo,3278,42,16,1
aquv,1528,374,5,1
uzqn,435,197,7,1
lqfj,1506,801,3090,0
uqop,2946,75,527,1
dcot,33,1061,193,0
jjyz,1283,343,467,1
nfik,573,32,22,0
fryo,2171,20,12,1
dfza,469,478,167,0
bolz,1095,206,6,1
dnfs,504,366,248,1
ykxw,74762,371,2,1
uerm,79,3616,18,1
jlzc,661,1158,1973,1
nkry,97,462,285,1
akwa,2915,611,9,0
ogwp,605,402,19,0
aeul,4050,185,7,0
fays,13,4031,6,0
vajh,617,184,18,0
hubs,99,342,347,0
ofgv,97,7067,44,0
ebym,1179,119,3778,0
mbwf,86,193,231,1
nqvl,55,548,378,0
shni,44,912,221,0
nlun,4767,53,573,0
glyl,4646,6123,9,1
qdrb,67,115,1191,0
hlsq,42,477,10,1
efdt,2098,899,10,1
rtfg,1801,517,241,1
htig,82,110,22,1
qlqy,1835,9,346,1
okaz,3320,4814,18,0
lcqp,62,451,21,0
krrw,1212,628,147,1
pawf,22,5413,12,0
sbhy,5,4201,2,1
hgdm,1446,485,3409,0
yxgq,29,447,11,1
clio,1,4650,18,1
slzs,12,8933,5,1
mvnx,21,1054,134,0
ezoe,6,502,291,1
xexh,24,53,328,1
aljt,55,574,216,1
xhvn,1648,370,1705,0
bqmm,8,320,1554,0
shua,86,508,366,1
vieh,30,1058,9,1
skzk,56,884,36,0
alye,55,1045,93,0
nasz,827,19,642,1
womh,2994,62,195,0
kahk,27,5558,24,1
dqji,738,243,96,1
zdel,48,1029,18,0
ikyy,76,196,15,1
afuv,56,1723,349,0
loxd,70,301,10,0
aqow,28,109,10,0
dgkh,0,467,1403,1
ygrf,52,129,22,1
mrgp,11,321,9,1
xghb,41,83,20,1
gscw,40,81,42,1
rbxf,18,78,18,0
mbsh,5,485,16,0
izdy,21,56,249,0
wypp,3628,47,387,1
rdsc,100,154,24,0
lzdx,98,668,3,0
zicw,3119,563,9,0
xyiy,4330,437,23,1
zttt,505,9,2125,0
kjzo,24,268,39,0
hkng,82538,560,143,0
baih,1901,210,2784,0
dajk,95,343,544,0
uuct,216,1091,179,1
kcqc,1545,542,18,0
xvpt,889,538,97,1
daoz,61,96,20,0
exjc,425,155,13,1
wjpv,3659,5197,201,1
vlon,82,3451,581,1
ieeq,2628,127,97,1
zwvf,1204,214,16,0
qxmk,1677,392,442,0
bzgk,75,950,6,1
ayeq,1782,1026,94,0
nagg,308,177,89,0
peme,46,578,13,0
nitj,3731,227,14,1
tpvs,4,420,14,0
htss,31,152,3,0
yrjq,131,46,183,1
cxiq,104,617,127,0
etza,56,392,13,0
jdrf,39,20,7,1
lome,5,6432,385,0
